Timestamp,Job Post Link,Job Title,Job Type,Seniority Level,Posted At,Company Name,Company Website,Salary,Description,Resume Path,Application URL,Relevance Score,Application Status,Notes
2026-02-07T23:14:03.203198,https://fr.linkedin.com/jobs/view/data-analyst-assistant-operations-europe-stage-f-h-at-christian-dior-couture-4328475713?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=cAzGvHA2yNHZ2ccVYquH8w%3D%3D&position=8&pageNum=0,Data Analyst Assistant Operations Europe - Stage F/H,Full-time,Internship,2026-02-02,Christian Dior Couture,https://www.dior.com/carrieres/index.html,,,,https://fr.linkedin.com/jobs/view/data-analyst-assistant-operations-europe-stage-f-h-at-christian-dior-couture-4328475713?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=cAzGvHA2yNHZ2ccVYquH8w%3D%3D&position=8&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.208625,https://fr.linkedin.com/jobs/view/vc-analyst-intern-at-wind-4353019038?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=iu%2B3C4iBlyDkhbup6EqcXw%3D%3D&position=12&pageNum=0,VC Analyst Intern,Internship,Internship,2026-01-15,Wind,http://wind.capital,,,,https://fr.linkedin.com/jobs/view/vc-analyst-intern-at-wind-4353019038?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=iu%2B3C4iBlyDkhbup6EqcXw%3D%3D&position=12&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.213970,https://fr.linkedin.com/jobs/view/internship-chief-of-staff-at-twoway-4357429590?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=2%2FgPiHY1i%2Fy2o5AyZdxKrQ%3D%3D&position=9&pageNum=0,[Internship] Chief of Staff,Internship,Internship,2026-02-03,TwoWay,https://www.twoway.finance/,,,,https://fr.linkedin.com/jobs/view/internship-chief-of-staff-at-twoway-4357429590?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=2%2FgPiHY1i%2Fy2o5AyZdxKrQ%3D%3D&position=9&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.219632,https://fr.linkedin.com/jobs/view/founder-associate-intern-at-n%C5%ABmi%C2%AE-4336590083?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=4U5L%2FZ5zntj%2BBZdRIH36AQ%3D%3D&position=10&pageNum=0,Founder associate intern,Internship,Internship,2025-10-23,Nūmi®,https://www.numi.life/,,,,https://fr.linkedin.com/jobs/view/founder-associate-intern-at-n%C5%ABmi%C2%AE-4336590083?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=4U5L%2FZ5zntj%2BBZdRIH36AQ%3D%3D&position=10&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.225941,https://fr.linkedin.com/jobs/view/technology-growth-equity-investment-intern-starting-july-september-2026-for-6-months-at-revaia-4365517336?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=%2BhBFhY4DJR9%2F1H%2FQuyE9Ug%3D%3D&position=11&pageNum=0,Technology Growth Equity - Investment Intern - Starting July/September 2026 for 6 months,Internship,Internship,2026-01-23,Revaia,https://revaia.com,,,,https://fr.linkedin.com/jobs/view/technology-growth-equity-investment-intern-starting-july-september-2026-for-6-months-at-revaia-4365517336?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=%2BhBFhY4DJR9%2F1H%2FQuyE9Ug%3D%3D&position=11&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.231709,https://fr.linkedin.com/jobs/view/intern-chinese-project-analyst-h-f-at-richemont-4360856769?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=9JI8hZwggGaIYhkx91%2BsXQ%3D%3D&position=6&pageNum=0,Intern - Chinese Project Analyst (H/F),Full-time,Internship,2026-01-19,Richemont,http://www.richemont.com/,,,,https://fr.linkedin.com/jobs/view/intern-chinese-project-analyst-h-f-at-richemont-4360856769?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=9JI8hZwggGaIYhkx91%2BsXQ%3D%3D&position=6&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.237211,https://fr.linkedin.com/jobs/view/stage-marketing-analyst-consumer-insight-h-f-at-richemont-4368757407?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=%2FLkfwuAKrZxpVBMAoDYudg%3D%3D&position=5&pageNum=0,Stage - Marketing Analyst Consumer Insight (H/F),Full-time,Internship,2026-02-04,Richemont,http://www.richemont.com/,,,,https://fr.linkedin.com/jobs/view/stage-marketing-analyst-consumer-insight-h-f-at-richemont-4368757407?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=%2FLkfwuAKrZxpVBMAoDYudg%3D%3D&position=5&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.241790,https://fr.linkedin.com/jobs/view/software-engineering-full-stack-intern-in-sydney-australia-at-inautalent-4366978981?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=2pKtRIGC4A%2FcHqrFOf89uA%3D%3D&position=3&pageNum=0,"Software Engineering (Full-Stack) Intern - in Sydney, Australia",Full-time,Internship,2026-01-29,INAUTALENT,https://inautalent.com/,,,,https://fr.linkedin.com/jobs/view/software-engineering-full-stack-intern-in-sydney-australia-at-inautalent-4366978981?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=2pKtRIGC4A%2FcHqrFOf89uA%3D%3D&position=3&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.247061,https://fr.linkedin.com/jobs/view/stage-assistant-e-chef-de-projet-marketing-ev%C3%A8nementiel-horlogerie-joaillerie-europe-juillet-2026-at-chanel-4329220344?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=9adg51Ng8zLXDyPSTfoiYg%3D%3D&position=1&pageNum=0,STAGE - Assistant(e) Chef de Projet Marketing & Evènementiel - Horlogerie Joaillerie EUROPE - Juillet 2026,Full-time,Internship,2026-02-04,CHANEL,http://www.chanel.com,,,,https://fr.linkedin.com/jobs/view/stage-assistant-e-chef-de-projet-marketing-ev%C3%A8nementiel-horlogerie-joaillerie-europe-juillet-2026-at-chanel-4329220344?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=9adg51Ng8zLXDyPSTfoiYg%3D%3D&position=1&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.251840,https://fr.linkedin.com/jobs/view/software-engineering-full-stack-intern-in-sydney-australia-at-inautalent-4366981885?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=Sqw4SyVslZJNoNVxLEdZNA%3D%3D&position=4&pageNum=0,"Software Engineering (Full-Stack) Intern - in Sydney, Australia",Full-time,Internship,2026-01-29,INAUTALENT,https://inautalent.com/,,,,https://fr.linkedin.com/jobs/view/software-engineering-full-stack-intern-in-sydney-australia-at-inautalent-4366981885?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=Sqw4SyVslZJNoNVxLEdZNA%3D%3D&position=4&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.256793,https://fr.linkedin.com/jobs/view/stage-controlling-global-h-f-at-urgo-medical-4368275622?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=KyeLz%2FCnjBf4JvooFWukkw%3D%3D&position=7&pageNum=0,Stage Controlling Global (H/F),Internship,Internship,2026-02-03,Urgo Medical,http://urgomedical.com,,,,https://fr.linkedin.com/jobs/view/stage-controlling-global-h-f-at-urgo-medical-4368275622?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=KyeLz%2FCnjBf4JvooFWukkw%3D%3D&position=7&pageNum=0,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.262564,https://fr.linkedin.com/jobs/view/solutions-engineer-intern-at-bigblue-4332308160?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=a21eGsX%2BTYhkExJy2sNeyg%3D%3D&position=7&pageNum=1,Solutions Engineer intern,Internship,Not Applicable,2025-10-27,Bigblue,https://www.bigblue.co/,,,,https://fr.linkedin.com/jobs/view/solutions-engineer-intern-at-bigblue-4332308160?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=a21eGsX%2BTYhkExJy2sNeyg%3D%3D&position=7&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.267283,https://fr.linkedin.com/jobs/view/operations-intern-r%C3%A9gion-centre-start-date-2026-at-amazon-4308670140?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=fMAlcvvNor83YcvyLt5BwQ%3D%3D&position=24&pageNum=1,Operations Intern - Région Centre - Start Date 2026,Full-time,Internship,2026-02-05,Amazon,https://www.aboutamazon.com/,,,,https://fr.linkedin.com/jobs/view/operations-intern-r%C3%A9gion-centre-start-date-2026-at-amazon-4308670140?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=fMAlcvvNor83YcvyLt5BwQ%3D%3D&position=24&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.272138,https://fr.linkedin.com/jobs/view/intern-film-grain-analysis-at-interdigital-inc-4365350699?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=TTufTbIQwywO9TStZrC9gw%3D%3D&position=8&pageNum=1,"Intern, Film Grain Analysis",Internship,Internship,2026-01-22,"InterDigital, Inc.",http://www.interdigital.com,,,,https://fr.linkedin.com/jobs/view/intern-film-grain-analysis-at-interdigital-inc-4365350699?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=TTufTbIQwywO9TStZrC9gw%3D%3D&position=8&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.276174,https://fr.linkedin.com/jobs/view/stage-aliad-venture-capital-operations-controller-intern-h-f-at-air-liquide-4369972084?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=iM%2Bhd5m4KtnVVwqxNEa3XQ%3D%3D&position=25&pageNum=1,Stage - ALIAD - Venture Capital & Operations Controller Intern H/F,Full-time,Internship,2026-02-06,Air Liquide,http://www.airliquide.com,,,,https://fr.linkedin.com/jobs/view/stage-aliad-venture-capital-operations-controller-intern-h-f-at-air-liquide-4369972084?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=iM%2Bhd5m4KtnVVwqxNEa3XQ%3D%3D&position=25&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.280477,https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-e-data-science-6-mois-at-verder-scientific-4366727481?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=Bj6q2dEh%2BgkJDXWuAApfbw%3D%3D&position=23&pageNum=1,Stage ingénieur(e) Data Science - 6 mois,Full-time,Internship,2026-01-13,VERDER SCIENTIFIC,https://www.verder-scientific.com,,,,https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-e-data-science-6-mois-at-verder-scientific-4366727481?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=Bj6q2dEh%2BgkJDXWuAApfbw%3D%3D&position=23&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.286370,https://fr.linkedin.com/jobs/view/stage-en-tourisme-at-indie-campers-4346307286?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=QrS%2BHMov5Y6o5O6QSC57tw%3D%3D&position=22&pageNum=1,Stage en Tourisme,Full-time,Internship,2025-12-26,Indie Campers,https://indiecampers.com,,,,https://fr.linkedin.com/jobs/view/stage-en-tourisme-at-indie-campers-4346307286?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=QrS%2BHMov5Y6o5O6QSC57tw%3D%3D&position=22&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.291408,https://fr.linkedin.com/jobs/view/financial-analyst-intern-at-acca-careers-4365741298?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=rQ3egVgwyracXZgDzQZIcA%3D%3D&position=21&pageNum=1,Financial Analyst Intern,Internship,Internship,2026-01-23,ACCA Careers,https://jobs.accaglobal.com/,,,,https://fr.linkedin.com/jobs/view/financial-analyst-intern-at-acca-careers-4365741298?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=rQ3egVgwyracXZgDzQZIcA%3D%3D&position=21&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.296064,https://fr.linkedin.com/jobs/view/fp-a-analyst-europe-apprentice-or-intern-f-h-at-catalina-marketing-costa-rica-4348313459?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=2M6B0KrPg%2BjfsZkLvbHPNg%3D%3D&position=20&pageNum=1,FP&A Analyst Europe Apprentice or Intern F/H,Internship,Internship,2025-12-03,Catalina Marketing Costa Rica,https://www.catalina.com,,,,https://fr.linkedin.com/jobs/view/fp-a-analyst-europe-apprentice-or-intern-f-h-at-catalina-marketing-costa-rica-4348313459?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=2M6B0KrPg%2BjfsZkLvbHPNg%3D%3D&position=20&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.301019,https://fr.linkedin.com/jobs/view/stage-go-to-market-product-intern-at-havas-media-france-4265332688?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=IOtLtnlyWW2753%2FlTrm9pg%3D%3D&position=19&pageNum=1,STAGE - GO TO MARKET PRODUCT INTERN,Full-time,Internship,2025-09-11,Havas Media France,https://havasmedianetwork.com,,,,https://fr.linkedin.com/jobs/view/stage-go-to-market-product-intern-at-havas-media-france-4265332688?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=IOtLtnlyWW2753%2FlTrm9pg%3D%3D&position=19&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.305220,https://fr.linkedin.com/jobs/view/strategy-operations-intern-paris-at-sunday-4362605280?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=sVfjHYZo4aen0TtssYg6Uw%3D%3D&position=18&pageNum=1,Strategy & Operations Intern - Paris,Full-time,Internship,2026-01-22,sunday,http://www.sundayapp.com,,,,https://fr.linkedin.com/jobs/view/strategy-operations-intern-paris-at-sunday-4362605280?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=sVfjHYZo4aen0TtssYg6Uw%3D%3D&position=18&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.310079,https://fr.linkedin.com/jobs/view/stage-aliad-venture-capital-operations-controller-intern-h-f-at-air-liquide-4361372947?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=V%2F6DvbXlKbYbFyaoC5u2zw%3D%3D&position=13&pageNum=1,Stage - ALIAD - Venture Capital & Operations Controller Intern H/F,Full-time,Internship,2026-02-04,Air Liquide,http://www.airliquide.com,,,,https://fr.linkedin.com/jobs/view/stage-aliad-venture-capital-operations-controller-intern-h-f-at-air-liquide-4361372947?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=V%2F6DvbXlKbYbFyaoC5u2zw%3D%3D&position=13&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.315732,https://fr.linkedin.com/jobs/view/stage-ai-program-coordination-sbs-paris-at-sbs-4366367552?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=UyWCOWzaZjU7rAwPzE%2FReA%3D%3D&position=17&pageNum=1,Stage - AI Program & Coordination - SBS - Paris,Full-time,Internship,2026-01-27,SBS,http://www.sbs-software.com,,,,https://fr.linkedin.com/jobs/view/stage-ai-program-coordination-sbs-paris-at-sbs-4366367552?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=UyWCOWzaZjU7rAwPzE%2FReA%3D%3D&position=17&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.320194,https://fr.linkedin.com/jobs/view/intern-machine-learning-engineer-recommender-systems-all-genders-at-dailymotion-4359027957?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=gCTLIYZ8REEg0Qkw5mpyDQ%3D%3D&position=12&pageNum=1,Intern Machine Learning Engineer - Recommender Systems (All Genders),Full-time,Internship,2026-01-15,Dailymotion,http://www.dailymotion.com,,,,https://fr.linkedin.com/jobs/view/intern-machine-learning-engineer-recommender-systems-all-genders-at-dailymotion-4359027957?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=gCTLIYZ8REEg0Qkw5mpyDQ%3D%3D&position=12&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.326215,https://fr.linkedin.com/jobs/view/talent-acquisition-coordinator-internship-at-alice-bob-4369951744?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=uNZR9yroR9f09CxN5gHYJw%3D%3D&position=14&pageNum=1,Talent Acquisition Coordinator - Internship,Internship,Not Applicable,2026-02-06,Alice & Bob,https://alice-bob.com/,,,,https://fr.linkedin.com/jobs/view/talent-acquisition-coordinator-internship-at-alice-bob-4369951744?refId=yFhH1xivIxDLvR09urA0ew%3D%3D&trackingId=uNZR9yroR9f09CxN5gHYJw%3D%3D&position=14&pageNum=1,0,Skipped,Skipped: No job description available
2026-02-07T23:14:03.331700,https://fr.linkedin.com/jobs/view/assistant-chef-de-projet-si-europe-f-h-stage-at-christian-dior-couture-4328665539?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=uU8kcnZDxsB1qIA3Bq2YhQ%3D%3D&position=2&pageNum=0,Assistant Chef de Projet SI Europe F/H - STAGE,Full-time,Internship,2026-02-02,Christian Dior Couture,https://www.dior.com/carrieres/index.html,,,,https://fr.linkedin.com/jobs/view/assistant-chef-de-projet-si-europe-f-h-stage-at-christian-dior-couture-4328665539?refId=TDT4kYD8Vj5nWFUYbH8V7g%3D%3D&trackingId=uU8kcnZDxsB1qIA3Bq2YhQ%3D%3D&position=2&pageNum=0,0,Skipped,Skipped: No job description available
